ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15â€“64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15â€“24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),Well-Being Index
11903,1000000,Cetus III,0.493076394,58.74554189,15454.31159,0.813353951,13.30196776,6.44142112,0.669168873,0.61381226,167.7864134,69.66972949,81.05484822,29.27119637,408.7365473,48.68081957,184.3120746,104.1340461,8.610838205,717.5499405,52.52523819,48.61136303,62.06196132,59.45155476,101.9492982,138.8905167,2.313085576,60.50586661,30.28197173,28.84100286,65.07869478,47.18851374,76.87953945,72.6009891,43.93109683,55.50440691,47.53633891,2.760608004,53.55874206,631.0907387,689.6002833,27.34025972,16.27284353,20835.4622,9966.748242,16.86863771,205.3075951,20.52696318,9.151302553,6.917607906,9.240891438,14.10942979,12.72386736,781.6452665,70.36351882,42002.85133,15946.29941,,58.43318981,50.04924638,52.38317333,31.3792485,6.789002896,67.88093024,65823.95806,108.1273034,881.4432143,44.71311724,33.3946769,6.961083785,0.714407078,0.59779111,0.986925315,172.5915713,169.3987175,19.55120201,29.92663572,10.28488968,0.881103267,0.045142921
11929,1003002,Andromeda XXIII,0.878763666,77.33515993,20949.87258,0.835347398,15.0319494,10.71025451,0.777634753,0.73217196,142.4660366,100.1071908,77.18990917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0629639
11939,993012,Andromeda XXIX,0.510551797,54.34156455,27041.35334,0.477169864,,5.515407996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048563483
11953,995006,UGC 9240 (DDO 190),0.343660568,47.98863838,18520.04751,0.44461988,9.048019049,5.47748002,0.485311205,0.522764812,183.3503772,,,22.57506536,658.9118091,24.15396016,289.1362487,137.7193383,16.73027265,413.7132302,45.99582276,40.83738568,40.93818047,107.4498931,106.082628,90.38046905,2.048091577,138.1206181,5.090201119,114.7766135,97.56910009,98.91609536,22.31418439,98.71478918,103.9606452,36.49590002,38.10328558,1.695633066,17.8488223,623.5088971,745.9146619,35.42210177,23.25594733,20840.40577,5528.740212,16.56729561,80.47238664,28.00380961,18.78862336,3.094696314,6.113603234,11.06264177,10.71786023,1739.354548,114.6486685,8466.443572,9404.341215,44.85055564,79.63974448,26.24667928,44.21415406,21.42908435,8.178042961,36.09545241,,,,,,,0.308101297,0.38209272,0.927473272,151.2849578,163.2997165,,10.04689812,,0.610744869,0.04604645
11971,997002,NGC 247,0.873058728,81.33296505,15085.0234,0.738899074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057089422
11974,1001000,UGC 4879 (VV124)[61],0.93419648,82.28130988,13127.43552,0.721862605,17.52312509,13.208197,0.829627059,0.853219269,160.4803055,102.7001632,108.0963159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069124491
12029,990025,Andromeda XVIII[60],0.810084262,70.08066939,34215.30073,0.714644869,,,,,,,,,830.2885177,42.93283922,111.4290011,60.89471584,15.61420884,651.607152,49.91330016,73.21298102,75.62636042,105.4212305,108.0819508,106.1813563,,,,,,,,,,,,,,298.6882367,290.8549272,31.9673026,17.02496716,24254.80657,5351.116834,,,,,,,,,584.7329177,,,,,,,,,,,,,,,,,,,,,,,,,,0.049022708
12035,990025,Pisces Dwarf,0.983000653,85.02092096,15796.18866,0.856718459,16.74641411,9.525408238,0.956650905,0.608000385,73.21026159,,,34.26648092,670.3066447,73.36732666,81.43317755,55.79791453,21.51960834,468.0922091,37.11379967,81.07864806,80.14274974,107.4018851,65.80455566,147.0391744,,,,,79.47137641,80.87064862,,88.57538252,,65.0386337,,,,205.133669,327.810828,46.00819477,16.64551416,29169.33087,9992.847148,22.00475665,150.5399887,,7.557455253,10.21635056,8.568740904,,,496.9883083,23.3565161,,,95.31293949,86.7302929,59.37677954,67.83623925,32.86027062,12.44755201,48.1405253,,115.7946889,,,,,,,,,,32.35178068,6.699904258,,,0.066076688
12108,996004,Pisces V (Andromeda XVI),0.686524456,62.12086133,15910.45921,0.522996037,8.026720543,4.13814073,0.646204425,0.529496408,142.3910234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046303549
12109,1002001,IC 5152,0.97973414,84.35817305,18567.91282,0.617132371,12.87849377,8.303388012,0.726551705,0.576592776,152.5575892,102.9625855,96.48623533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055373802
12146,1003002,Maffei 1,1.090797937,92.32837094,39359.28678,0.949352516,21.05308185,14.11322105,1.02824149,0.993516296,49.40391045,120.3352141,138.5625008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241481356
12175,996004,Sextans Dwarf Sph,0.719020322,59.90026912,15219.21453,0.714605466,11.45588229,7.650120376,0.690057615,0.513438036,172.5819427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04803709
12181,997002,IC 4662 (ESO 102-14),0.932094706,74.52965482,20990.8093,0.856092071,16.62405929,9.903971039,0.807017728,0.784446759,134.5576249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35254538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056269455
12249,993012,Andromeda XXIII,0.809225201,73.25296598,27005.86995,0.768070878,12.71222133,6.708465601,0.651932276,0.631867743,122.7520982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063391374
12251,994009,Andromeda XXIX,0.517958583,58.55883025,16103.14246,0.415803791,,6.131573541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048207188
12280,1001000,Crater II,0.52809414,62.2430803,22670.91582,0.447469308,10.18216565,7.391974584,0.492777624,0.563551302,232.7455461,51.47899893,63.03069769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044457043
12321,992016,ESO 540-030 (KDG 2),0.979178142,77.73489438,19395.50777,0.713535367,13.07816563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064274197
12426,999000,Triangulum II,0.966613934,85.66762642,49402.63772,1.050104556,17.92632002,11.47472146,1.021574515,0.918195008,84.7540539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186762643
12429,990025,NGC 1569 (UGC 3056),0.508138014,55.71889816,8539.913374,0.528568351,10.65793933,6.257068368,0.529678559,0.531643618,183.7507173,,,22.64394397,611.0720296,34.04476818,212.7330261,137.6240899,12.68929168,712.3603252,72.48233219,52.18442173,58.4780572,123.6979157,118.5983538,215.1040901,,,,,81.62140345,81.60542736,,81.0633098,,40.25232145,,,,518.8301962,665.2790179,54.48865174,34.49262718,16923.25273,7632.419147,6.517326792,82.47344588,,25.38404775,5.512177868,6.921114845,9.956014705,9.208206858,830.5025252,129.4387239,,,,,44.30060411,42.61166807,24.33924131,,51.12776027,,84.32075948,,,,,,,,,,-4.130781977,16.23727754,,,0.050068482
12447,996004,BoÃ¶tes III,0.911858209,75.74263759,34013.2688,0.840446359,13.87389888,9.553125651,0.87377715,0.620063243,108.8954739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060594192
12457,998001,Andromeda XI,0.728050553,62.41282131,19341.60333,0.711523943,10.70245425,6.549829657,0.560699546,0.452132429,147.1750145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047307111
12535,999000,KKh 98,0.83825466,83.52933948,20373.25592,0.726039907,12.60604919,11.13256271,0.778575866,0.806642665,160.156693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06133673
12572,1000000,Tucana Dwarf,1.032510745,85.65529001,89563.66507,1.269772792,15.48674067,15.16301078,1.036575566,0.910355584,75.10294917,116.9044052,132.1353286,31.42008053,704.0683895,115.382195,59.11617437,38.92755929,25.61739454,583.6377787,10.30812714,82.35746746,89.37440223,49.88204285,48.05091536,44.07936394,3.32002395,54.36529641,7.783262131,21.1433947,68.81784532,53.50908924,91.21302329,75.46485286,69.53308032,62.56695992,50.97422276,2.178357524,16.03763927,183.2431649,290.7664553,21.07400682,-1.319574569,103886.0765,4793.252956,,306.5987999,27.27867128,8.051527261,13.95060694,14.37170045,20.56098845,13.90251184,289.8233692,46.47953024,131241.7797,59181.39419,149.6386154,,86.79596632,88.27315916,30.80323721,7.310905338,94.7053131,137182.6119,113.5078829,278.6968385,138.7485404,52.98438254,9.530371942,1.003863226,0.936477961,1.078717463,53.56622356,55.25784694,38.60064756,3.831401416,,0.285691328,0.164890491
12575,998001,Dwingeloo 2,0.829061068,64.06382688,17032.64421,0.657546032,8.307267314,4.957374331,0.631715639,0.392887426,185.4502394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045367214
12644,994009,"Cassiopeia Dwarf (Cas dSph, Andromeda VII)",1.11244397,87.01109377,41933.26354,1.077510646,15.75380748,11.67360483,0.965274245,0.865516283,59.29113188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159478669
12667,991020,UGCA 292,0.930439304,76.2543441,27913.00031,0.931709415,13.904452,,,,,,,,,,,,,,,,,,,,3.631449716,44.77718259,20.25987128,46.90053449,,,100.0141256,,58.04360186,,44.36571187,2.702405997,60.7386552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062251411
12846,998001,ESO 294-010,1.042193346,85.26275531,79508.22516,1.105876782,17.06089727,15.29145477,1.002261519,1.133693144,78.21758501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275579111
12856,1002001,IC 3104,0.81093608,70.1365192,16861.29477,0.715495728,8.864219882,7.210027195,0.669406168,0.529852094,195.4629037,52.76944407,49.01441002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03852558
12906,996004,KUG 1210+301B (KK98 127),0.793264639,74.2877208,20291.6773,0.643318942,10.88946251,5.301680681,0.58990896,0.712032987,156.8386749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051147109
12956,1002001,Andromeda XI,0.676868077,71.51528087,11124.73326,0.541704447,12.19108947,5.704019343,0.603665216,0.485795,212.1748634,71.64571974,77.27740009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043838817
12980,995006,M110 (NGC 205),0.988117924,83.95498404,28119.50932,0.857606089,16.03823955,,,,,,,43.57501665,791.8037677,107.6218387,75.89249273,55.98643101,17.67273849,586.8146966,53.65362763,77.12921243,85.39637819,69.07484388,82.14051074,75.5939397,2.604925693,65.37652043,13.74600675,55.83167162,49.19131184,31.29638667,82.14974084,70.14406932,50.54003,28.22297176,33.40087433,1.869013035,38.91161316,220.3308822,261.076688,26.57671456,12.41263529,22573.81727,7750.882166,,131.2246864,13.10863848,7.690504124,,,18.51585132,15.94646487,341.0152771,35.87186342,40333.53884,15739.22854,,118.4275243,,,47.115016,,,86793.89644,127.6295126,,,,,,,,,,,3.884000147,,,0.066514648
13034,1003002,Sagittarius Dwarf Sphr SagDEG,1.006404451,84.37671268,23117.60381,0.926065063,18.73539308,13.27886526,0.906187275,1.015375099,108.7453288,106.2957465,144.4834464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073297964
13053,992016,NGC 247,0.83720531,73.84275244,21885.4304,0.677525803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059240762
13199,999000,Canes Venatici I Dwarf,0.845603344,80.84064873,34284.47281,0.932390268,20.10391172,17.21990977,0.799793115,0.990531358,103.3786856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102121894
13246,998001,Andromeda XII,0.866481939,74.78225565,26965.3487,0.81804035,12.84923828,4.945526555,0.778916582,0.449158652,155.8475661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061221259
13330,994009,UGC 8651 (DDO 181),0.584533119,55.91745869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047716784
13384,992016,Andromeda IX,1.053106834,86.99567116,46564.14752,1.071670023,17.34518881,9.080892297,0.97244957,0.629694022,91.82771059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152397116
13402,990025,NGC 300,0.498149854,49.96805772,16529.42651,0.488711669,6.634592539,5.418206051,0.350601297,0.351637002,203.9884104,,,19.77744137,704.256655,35.41964366,379.4197371,170.5822776,12.94295324,169.4666059,36.38114602,54.98175763,55.29908345,58.40504919,124.0417153,260.2068272,,,,,87.74841044,94.28600169,,99.13274664,,15.86258443,,,,411.8594718,407.3902411,92.5747153,67.60579969,25708.03134,6603.646321,16.84037417,89.01594535,,13.42998051,1.833916741,4.032615762,5.212010897,5.743072631,1234.382886,,,,,66.67706173,28.49459303,26.15391179,15.71829364,7.777849763,32.31683976,,36.63823396,,,,,,,,,,0.343808089,6.080795378,,,0.048697878
13412,1003002,Carina III,0.993343658,83.89163769,17638.55048,0.722911515,16.00069836,11.8984309,0.887767544,0.938762554,118.4507538,115.1677162,106.0247483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080414087
13477,992016,Hydrus I,0.914539515,78.5706089,20438.74955,0.72615884,12.5260192,10.03853977,0.827969418,0.741186817,117.0743651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081182836
13546,990025,Canes Venatici II Dwarf,0.958246852,80.59992772,27525.75178,0.93038909,13.75651765,11.46416989,0.887640072,0.865627953,84.56953442,,,34.32439392,661.4217069,91.87682318,24.82290887,33.21356142,30.61614377,495.769007,76.65197178,82.63343468,84.58954988,80.83781735,65.27284853,83.16467703,,,,,66.52898529,63.08154293,,78.07351658,,46.33715568,,,,147.413078,394.0018035,,,50145.10816,5461.008042,,105.6877651,,,14.20466282,13.28733871,12.87420923,14.06889405,56.58035086,50.23969648,,,152.3858396,,97.16658652,85.12193316,27.43364083,,95.66854844,,113.0905373,,,,,,,,,,,3.237446326,,,0.18589104
13581,995006,Pisces I,0.673878,63.99529378,20014.41036,0.572345212,8.566105771,4.89679111,0.632570662,0.463940487,191.0302357,,,21.47655569,785.2480294,32.11221401,175.9380256,128.5666469,15.97021677,570.3046589,78.88079507,59.96321755,70.14734004,91.71385584,126.1573303,115.299927,3.039947667,133.1478246,9.851699431,95.34637632,89.76316317,93.90884963,34.75809384,99.57107077,89.4979928,97.41936742,57.23032022,2.273539874,12.97294844,313.5201365,461.7984244,46.52463183,58.20596443,22778.43138,3225.852264,23.48069102,128.6372752,11.97694292,11.3085327,6.095040362,7.083073074,11.15150336,10.74997462,963.7181239,114.3308259,30613.10539,12104.68884,,66.80540947,24.8532368,37.71283878,20.44630444,6.214573247,38.70141953,117193.0298,107.7622881,,,,,0.508857189,0.500689056,0.941129845,134.0301301,142.4040135,6.23380448,5.833378013,,0.885972603,0.050446183
13584,997002,KKH 11 (ZOAG G135.74-04.53),0.939327053,85.37913339,20374.34856,0.668440098,16.89513505,12.21853448,0.824421348,0.790573155,100.5886789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099161392
13620,1001000,Andromeda XXIV,0.494867285,49.68440647,20302.82961,0.503882617,15.15280243,5.116391866,0.562354533,0.580503064,214.4171481,69.82343287,75.65857354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044875232
13630,993012,Pisces Dwarf,1.049636361,80.17234875,32984.20275,0.879513532,15.53436785,9.571075287,0.739565603,0.836253422,114.8732343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066357309
13637,990025,Indus II,0.908628655,78.80759706,27965.39086,0.859692274,17.78081962,9.712666089,0.833419974,0.745868256,90.20650423,,,35.95753891,1116.207608,102.8016763,52.11448679,51.85643587,15.82979789,587.8396163,70.63552627,83.14501118,81.38829082,78.6877454,83.88468451,112.582058,,,,,71.52856055,46.85520155,,88.3243863,,46.4940018,,,,261.3950998,339.0979448,25.57751646,8.99233397,28237.71761,5541.43795,19.56417761,112.5750809,,17.44109168,10.76052778,10.73679786,16.86077405,15.3223214,505.9592264,69.00283902,,,101.2318044,124.9324179,83.11912948,72.18343411,32.15709388,9.603356427,84.22328214,,127.3434719,,,,,,,,,,18.42419618,4.114413296,31.32671405,,0.082529225
13651,992016,Andromeda XI,0.651499416,55.00391834,21152.52335,0.629229127,9.901684418,6.310426724,0.597063735,0.598297912,170.8733522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049829635
13662,995006,Carina Dwarf (E206-G220),0.735121205,70.45159034,15123.0596,0.671721694,11.46274063,,,,,,,27.73236972,940.968202,61.26033472,148.359738,117.661537,15.23848505,527.8676987,45.06450718,63.27127027,72.17454857,49.71232703,118.0742936,170.0302621,2.829335738,89.62125252,11.31905881,79.38622954,54.25263577,51.09609195,55.03265127,63.52322983,51.14522491,44.64312856,42.86667192,2.678914676,27.08538792,389.9868828,439.8948873,47.16700792,22.92231666,28292.92844,4975.853177,9.395778215,68.20220284,7.988640401,9.727782463,,,9.493236544,11.99571559,1134.412052,108.5728219,26621.4307,3363.652273,,74.19256336,,,23.305145,12.78843907,,144621.1616,,,,,,,,,,,15.61108792,2.126479772,,,0.050281638
13683,994009,Triangulum II,1.071202182,83.1086101,57813.1308,1.01751623,18.12210598,12.76777772,1.008414673,0.916771168,55.93675055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183867259
13704,994009,Pisces III (Andromeda XIII),0.884211416,80.41374816,26590.54473,0.968028566,13.29661111,6.384790249,0.809782196,0.612818278,117.4393658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055725198
13726,1001000,Tucana II,1.005845818,84.77738532,27707.49346,0.836837723,14.94015952,10.95208548,0.912605932,0.893539203,143.1185734,123.1341209,128.5214616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071448015
13728,994009,Leo P,1.048111452,90.21449256,52670.65645,1.053284039,22.17913154,11.70019463,1.054854517,0.944370774,59.9980524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186203736
13765,999000,NGC 4163 (NGC 4167),0.946328846,87.78488246,63065.72431,1.136233986,13.44397883,10.3720613,0.859406311,0.869760636,109.3240247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050964595
13775,997002,"Cassiopeia Dwarf (Cas dSph, Andromeda VII)",1.078113318,89.11286257,49300.8809,0.979701154,13.78796387,13.14554249,0.954754454,0.91154623,67.97737619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3713628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166212031
13832,1001000,Hydra II,0.641676446,57.17722896,17794.69284,0.559186616,11.29904998,6.052663173,0.642335821,0.402170856,188.3257681,84.81112777,61.80988813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045220101
13867,990025,Cassiopeia II (Andromeda XXX),0.670027315,66.38675769,13442.83202,0.65217041,10.74186462,9.380778847,0.568131509,0.520015125,145.0675191,,,27.47600484,783.0133582,59.62799422,175.889413,106.008288,14.70871076,298.8611201,27.99212266,60.24546136,72.71978256,51.09070121,102.5947521,170.6544054,,,,,85.40955778,90.13085667,,89.05326379,,54.56953645,,,,348.5294991,429.4565879,58.12986635,28.74279988,14035.52764,13168.82678,14.40878518,102.8085364,,6.155337541,6.48142561,9.963406086,,,959.8586208,107.4252898,,,,78.1700296,56.41933325,79.00995905,22.62638082,10.57415451,58.47578893,,87.72396244,,,,,,,,,,12.56466914,5.696495582,,,0.053216603
13887,1003002,Andromeda XVII,0.714425961,56.5946688,27358.79542,0.444171054,13.2635599,,,,,75.27278264,55.25022968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060028585
13893,1002001,Hydra II,0.713521296,60.46774119,22179.94474,0.699709387,10.55025007,6.426664078,0.55187792,0.526463925,207.1389288,87.75843549,41.69903666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044879258
13932,999000,Andromeda XXVIII,0.91058135,77.7402992,16385.36642,0.97422128,19.81926685,12.96165065,0.92765481,0.886637319,104.2553819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087935572
13989,1003002,Carina Dwarf (E206-G220),0.782499571,70.54425367,30948.92522,0.722834985,13.2418881,6.629629191,0.664989265,0.604760217,,122.6403988,74.5921673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045004285
14096,997002,Sagittarius Dwarf Irregular Galaxy (SagDIG),0.872885604,86.89164255,39170.04562,0.894749891,14.72022396,12.3165487,0.816688124,0.656614866,84.57684376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65150354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06615958
14101,994009,Andromeda Galaxy (M31),0.838322586,71.62727537,18470.43616,0.578029269,14.42135761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047776808
14102,994009,Antlia Dwarf,0.735724756,68.88443098,25266.53278,0.692017057,9.137499111,12.42261155,0.734010346,0.824489729,163.7057785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057797005
14136,990025,Grus I,1.003337894,83.05037991,18353.6401,0.823318529,11.85945929,10.06428306,0.829666987,0.593173908,105.288072,,,34.19504229,646.6097054,81.30378058,58.08397223,54.8051647,16.01292144,714.1965033,54.44474779,82.84744849,87.59938035,34.37047186,92.0097393,146.6927868,,,,,66.59091932,49.47296957,,93.51054127,,70.7381341,,,,184.2799797,243.0700764,33.51073397,13.21005704,34089.81502,8656.714724,8.107564981,130.8307189,,10.63284392,10.97439027,8.828020478,,,400.0234516,70.91654657,,,,111.5981745,77.03041587,57.95025015,34.73814404,5.491772614,53.07120466,,116.0816164,,,,,,,,,,29.41073129,2.517884025,5.64056755,,0.078859131
14163,999000,Carina III,0.909422969,79.30312793,20639.2538,0.729769837,14.27394328,15.25577002,0.844074177,0.908284101,175.2565942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081430831
